Material Quantity (gm),Additive Catalyst (gm),Ash Component (gm),Water Mix (ml),Plasticizer (gm),Moderate Aggregator,Refined Aggregator,Formulation Duration (hrs),Compression Strength MPa,Material Quantity (gm),Refined Aggregator,Additive Catalyst (gm),Ash Component (gm),Water Mix (ml),Plasticizer (gm),Moderate Aggregator,Formulation Duration (hrs),Material Quantity (gm)^2,Material Quantity (gm) Refined Aggregator,Material Quantity (gm) Additive Catalyst (gm),Material Quantity (gm) Ash Component (gm),Material Quantity (gm) Water Mix (ml),Material Quantity (gm) Plasticizer (gm),Material Quantity (gm) Moderate Aggregator,Material Quantity (gm) Formulation Duration (hrs),Refined Aggregator^2,Refined Aggregator Additive Catalyst (gm),Refined Aggregator Ash Component (gm),Refined Aggregator Water Mix (ml),Refined Aggregator Plasticizer (gm),Refined Aggregator Moderate Aggregator,Refined Aggregator Formulation Duration (hrs),Additive Catalyst (gm)^2,Additive Catalyst (gm) Ash Component (gm),Additive Catalyst (gm) Water Mix (ml),Additive Catalyst (gm) Plasticizer (gm),Additive Catalyst (gm) Moderate Aggregator,Additive Catalyst (gm) Formulation Duration (hrs),Ash Component (gm)^2,Ash Component (gm) Water Mix (ml),Ash Component (gm) Plasticizer (gm),Ash Component (gm) Moderate Aggregator,Ash Component (gm) Formulation Duration (hrs),Water Mix (ml)^2,Water Mix (ml) Plasticizer (gm),Water Mix (ml) Moderate Aggregator,Water Mix (ml) Formulation Duration (hrs),Plasticizer (gm)^2,Plasticizer (gm) Moderate Aggregator,Plasticizer (gm) Formulation Duration (hrs),Moderate Aggregator^2,Moderate Aggregator Formulation Duration (hrs),Formulation Duration (hrs)^2
222.84,395.61,167.25,234.94,6.54,894.55,615.7,264.28,55.04,222.84,615.7,395.61,167.25,234.94,6.54,894.55,264.28,49657.6656,137202.58800000002,88157.73240000001,37269.99,52354.0296,1457.3736000000001,199341.522,58892.155199999994,379086.49000000005,243577.07700000002,102975.82500000001,144652.55800000002,4026.6780000000003,550774.435,162717.196,156507.2721,66165.7725,92944.6134,2587.2894,353892.9255,104551.81079999999,27972.5625,39293.715,1093.815,149613.4875,44200.829999999994,55196.8036,1536.5076,210165.577,62089.943199999994,42.7716,5850.357,1728.3911999999998,800219.7024999999,236411.67399999997,69843.91839999998
333.91,227.78,148.11,220.46,22.13,1006.49,654.45,379.67,31.57,333.91,654.45,227.78,148.11,220.46,22.13,1006.49,379.67,111495.88810000001,218527.39950000003,76058.01980000001,49455.41010000001,73613.79860000001,7389.4283000000005,336077.07590000005,126775.60970000002,428304.80250000005,149070.621,96930.58950000002,144280.04700000002,14482.978500000001,658697.3805000001,248475.03150000004,51883.7284,33736.495800000004,50216.3788,5040.7714,229258.2922,86481.2326,21936.572100000005,32652.330600000005,3277.6743,149071.23390000002,56232.92370000001,48602.611600000004,4878.7798,221890.78540000002,83702.0482,489.73689999999993,22273.6237,8402.0971,1013022.1201000001,382134.05830000003,144149.3089
383.08,0.0,137.86,207.4,12.2,948.72,803.08,43.25,43.08,383.08,803.08,0.0,137.86,207.4,12.2,948.72,43.25,146750.28639999998,307643.8864,0.0,52811.408800000005,79450.792,4673.575999999999,363435.6576,16568.21,644937.4864,0.0,110712.60880000002,166558.79200000002,9797.576,761898.0576000001,34733.21,0.0,0.0,0.0,0.0,0.0,0.0,19005.379600000004,28592.164000000004,1681.892,130790.53920000001,5962.445000000001,43014.76,2530.2799999999997,196764.52800000002,8970.050000000001,148.83999999999997,11574.384,527.65,900069.6384,41032.14,1870.5625
322.15,343.09,206.12,263.47,2.28,1039.99,809.4,348.49,50.66,322.15,809.4,343.09,206.12,263.47,2.28,1039.99,348.49,103780.62249999998,260748.20999999996,110526.44349999998,66401.55799999999,84876.86050000001,734.5019999999998,335032.77849999996,112266.0535,655128.36,277697.046,166833.528,213252.61800000002,1845.4319999999998,841767.906,282067.806,117710.74809999998,70717.7108,90393.9223,782.2451999999998,356810.1691,119563.4341,42485.4544,54306.436400000006,469.9536,214362.73880000002,71830.75880000001,69416.44090000002,600.7116,274006.16530000005,91816.66030000002,5.1983999999999995,2371.1771999999996,794.5572,1081579.2001,362426.1151,121445.2801
572.63,240.23,64.98,215.95,36.94,881.57,751.56,246.83,75.75,572.63,751.56,240.23,64.98,215.95,36.94,881.57,246.83,327905.1169,430365.80279999995,137562.9049,37209.4974,123659.4485,21152.9522,504813.4291,141342.2629,564842.4335999999,180547.25879999998,48836.3688,162299.38199999998,27762.626399999997,662552.7492,185507.55479999998,57710.4529,15610.1454,51877.66849999999,8874.0962,211779.5611,59295.9709,4222.4004,14032.431,2400.3612,57284.418600000005,16039.013400000002,46634.4025,7977.192999999999,190375.0415,53302.9385,1364.5635999999997,32565.1958,9117.9002,777165.6649000001,217597.9231,60925.04890000001
530.28,313.95,218.01,161.11,36.85,827.08,984.57,27.67,73.87,530.28,984.57,313.95,218.01,161.11,36.85,827.08,27.67,281196.8784,522097.7796,166481.406,115606.34279999998,85433.4108,19540.818,438583.9824,14672.847600000001,969378.0849000001,309105.7515,214646.10570000001,158624.07270000002,36281.404500000004,814318.1556,27243.051900000002,98564.6025,68444.2395,50580.484500000006,11569.0575,259661.766,8686.996500000001,47528.3601,35123.591100000005,8033.6685,180311.7108,6032.3367,25956.432100000005,5936.9035,133250.85880000002,4457.913700000001,1357.9225000000001,30477.898,1019.6395000000001,684061.3264,22885.303600000003,765.6289
136.34,83.63,198.93,287.72,12.64,1149.18,706.45,372.05,72.1,136.34,706.45,83.63,198.93,287.72,12.64,1149.18,372.05,18588.5956,96317.39300000001,11402.1142,27122.1162,39227.74480000001,1723.3376,156679.2012,50725.297000000006,499071.60250000004,59080.4135,140534.09850000002,203259.79400000002,8929.528,811838.2110000001,262834.72250000003,6993.9769,16636.5159,24062.0236,1057.0832,96105.9234,31114.5415,39573.1449,57236.13960000001,2514.4752000000003,228606.37740000003,74011.90650000001,82782.79840000001,3636.7808000000005,330642.06960000005,107046.22600000001,159.76960000000003,14525.6352,4702.712,1320614.6724,427552.41900000005,138421.2025
480.54,105.1,232.44,214.76,32.37,1053.76,1012.07,133.02,78.49,480.54,1012.07,105.1,232.44,214.76,32.37,1053.76,133.02,230918.69160000002,486340.11780000007,50504.754,111696.7176,103200.7704,15555.0798,506373.83040000004,63921.43080000001,1024285.6849000001,106368.557,235245.5508,217352.1532,32760.7059,1066478.8832,134625.55140000003,11046.009999999998,24429.444,22571.275999999998,3402.0869999999995,110750.17599999999,13980.402,54028.3536,49918.814399999996,7524.082799999999,244935.9744,30919.168800000003,46121.857599999996,6951.781199999999,226305.4976,28567.375200000002,1047.8168999999998,34110.2112,4305.8574,1110410.1376,140171.1552,17694.320400000004
391.19,28.81,135.31,259.67,37.77,892.71,921.44,84.21,53.91,391.19,921.44,28.81,135.31,259.67,37.77,892.71,84.21,153029.61609999998,360458.11360000004,11270.1839,52931.918900000004,101580.3073,14775.2463,349219.22490000003,32942.109899999996,849051.6736000001,26546.6864,124680.0464,239270.32480000003,34802.7888,822578.7024000001,77594.4624,830.0160999999999,3898.2810999999997,7481.0927,1088.1537,25718.9751,2426.0901,18308.7961,35135.947700000004,5110.658700000001,120792.5901,11394.4551,67428.50890000002,9807.735900000001,231810.00570000004,21866.810699999998,1426.5729000000003,33717.65670000001,3180.6117,796931.1441,75175.1091,7091.324099999999
221.31,0.0,203.74,206.91,9.27,1082.67,797.74,43.25,31.1,221.31,797.74,0.0,203.74,206.91,9.27,1082.67,43.25,48978.1161,176547.8394,0.0,45089.699400000005,45791.2521,2051.5436999999997,239605.69770000002,9571.6575,636389.1076,0.0,162531.54760000002,165060.3834,7395.0498,863689.1658000001,34502.255,0.0,0.0,0.0,0.0,0.0,0.0,41509.9876,42155.8434,1888.6698,220583.18580000004,8811.755000000001,42811.7481,1918.0557,224015.24970000001,8948.8575,85.93289999999999,10036.3509,400.9275,1172174.3289,46825.4775,1870.5625
385.24,161.79,202.84,194.87,35.5,1131.76,932.53,268.72,66.96,385.24,932.53,161.79,202.84,194.87,35.5,1131.76,268.72,148409.85760000002,359247.85719999997,62327.9796,78142.0816,75071.7188,13676.02,435999.2224,103521.69280000002,869612.2008999999,150874.0287,189154.3852,181722.1211,33104.815,1055400.1528,250589.4616,26176.0041,32817.4836,31528.0173,5743.545,183107.4504,43476.2088,41144.0656,39527.4308,7200.82,229566.1984,54507.164800000006,37974.316900000005,6917.885,220546.0712,52365.466400000005,1260.25,40177.48,9539.560000000001,1280880.6976,304126.54720000003,72210.43840000001
154.35,362.52,174.27,178.63,30.86,1139.11,930.39,369.8,58.64,154.35,930.39,362.52,174.27,178.63,30.86,1139.11,369.8,23823.922499999997,143605.6965,55954.96199999999,26898.5745,27571.5405,4763.241,175821.6285,57078.63,865625.5521,337284.9828,162139.06530000002,166195.5657,28711.8354,1059816.5528999998,344058.222,131420.7504,63176.3604,64756.94759999999,11187.367199999999,412950.15719999996,134059.896,30370.032900000002,31129.8501,5377.9722,198512.6997,64445.04600000001,31908.6769,5512.5217999999995,203479.21929999997,66057.374,952.3396,35152.93459999999,11412.028,1297571.5920999998,421242.87799999997,136752.04
259.5,195.02,205.96,299.99,20.38,952.02,638.91,253.89,50.05,259.5,638.91,195.02,205.96,299.99,20.38,952.02,253.89,67340.25,165797.145,50607.69,53446.62,77847.405,5288.61,247049.19,65884.455,408205.98809999996,124600.2282,131589.9036,191666.6109,13020.985799999999,608255.0982,162212.85989999998,38032.80040000001,40166.319200000005,58504.04980000001,3974.5076,185662.9404,49513.6278,42419.5216,61785.94040000001,4197.4648,196078.0392,52291.1844,89994.0001,6113.7962,285596.47980000003,76164.4611,415.34439999999995,19402.167599999997,5174.2782,906342.0804,241708.35779999997,64460.132099999995
389.39,1.2,69.51,193.21,10.39,1094.62,759.94,309.49,78.97,389.39,759.94,1.2,69.51,193.21,10.39,1094.62,309.49,151624.5721,295913.0366,467.268,27066.498900000002,75234.0419,4045.7621,426234.0817999999,120512.3111,577508.8036000001,911.928,52823.42940000001,146828.0074,7895.776600000001,831845.5227999999,235193.83060000002,1.44,83.412,231.852,12.468,1313.5439999999999,371.388,4831.6401000000005,13430.027100000001,722.2089000000001,76087.0362,21512.649900000004,37330.104100000004,2007.4519000000003,211491.53019999998,59796.562900000004,107.95210000000002,11373.1018,3215.6011000000003,1198192.9443999997,338773.94379999995,95784.0601
413.95,8.67,87.25,261.9,31.86,1052.16,944.15,69.79,70.73,413.95,944.15,8.67,87.25,261.9,31.86,1052.16,69.79,171354.60249999998,390830.89249999996,3588.9465,36117.1375,108413.50499999999,13188.447,435541.63200000004,28889.5705,891419.2224999999,8185.7805,82377.0875,247272.88499999998,30080.619,993396.8640000001,65892.2285,75.1689,756.4575,2270.673,276.2262,9122.227200000001,605.0793000000001,7612.5625,22850.774999999998,2779.785,91800.96,6089.177500000001,68591.60999999999,8344.134,275560.70399999997,18278.001,1015.0595999999999,33521.8176,2223.5094000000004,1107040.6656000002,73430.24640000002,4870.6441
499.6,53.87,180.31,175.16,19.14,959.4,895.74,134.82,82.13,499.6,895.74,53.87,180.31,175.16,19.14,959.4,134.82,249600.16000000003,447511.704,26913.452,90082.876,87509.936,9562.344000000001,479316.24,67356.072,802350.1476,48253.5138,161510.8794,156897.8184,17144.4636,859372.956,120763.66679999999,2901.9768999999997,9713.2997,9435.8692,1031.0718,51682.878,7262.7534,32511.6961,31583.0996,3451.1334,172989.414,24309.3942,30681.025599999997,3352.5624000000003,168048.504,23615.0712,366.3396,18362.916,2580.4548,920448.36,129346.30799999999,18176.432399999998
212.36,283.16,211.26,277.99,25.2,1055.75,670.26,105.72,73.78,212.36,670.26,283.16,211.26,277.99,25.2,1055.75,105.72,45096.76960000001,142336.4136,60131.85760000001,44863.1736,59033.9564,5351.472,224199.07,22450.699200000003,449248.4676,189790.82160000002,141599.12759999998,186325.5774,16890.552,707626.995,70859.8872,80179.58560000002,59820.3816,78715.6484,7135.6320000000005,298946.17000000004,29935.6752,44630.787599999996,58728.1674,5323.7519999999995,223037.745,22334.407199999998,77278.4401,7005.348,293487.9425,29389.1028,635.04,26604.899999999998,2664.144,1114608.0625,111613.89,11176.7184
614.55,173.98,5.1,255.84,22.91,833.22,729.71,168.71,39.2,614.55,729.71,173.98,5.1,255.84,22.91,833.22,168.71,377671.70249999996,448443.2805,106919.40899999999,3134.2049999999995,157226.47199999998,14079.340499999998,512055.35099999997,103680.73049999999,532476.6841000001,126954.9458,3721.5209999999997,186689.0064,16717.6561,608008.9662,123109.37410000002,30269.040399999998,887.2979999999999,44511.0432,3985.8817999999997,144963.6156,29352.1658,26.009999999999998,1304.7839999999999,116.841,4249.422,860.4209999999999,65454.1056,5861.2944,213171.00480000002,43162.7664,524.8681,19089.070200000002,3865.1461000000004,694255.5684,140572.5462,28463.064100000003
461.04,140.44,85.68,214.16,36.43,948.05,627.45,77.42,60.18,461.04,627.45,140.44,85.68,214.16,36.43,948.05,77.42,212557.88160000002,289279.548,64748.4576,39501.9072,98736.3264,16795.6872,437088.972,35693.7168,393693.50250000006,88119.07800000001,53759.916000000005,134374.692,22858.003500000003,594853.9725,48577.179000000004,19723.3936,12032.899200000002,30076.6304,5116.2292,133144.142,10872.8648,7341.062400000002,18349.2288,3121.3224,81228.924,6633.345600000001,45864.5056,7801.8488,203034.38799999998,16580.2672,1327.1449,34537.4615,2820.4106,898798.8024999999,73398.031,5993.856400000001
456.85,395.11,127.4,291.15,31.35,963.64,820.44,123.54,59.55,456.85,820.44,395.11,127.4,291.15,31.35,963.64,123.54,208711.92250000002,374818.014,180506.00350000002,58202.69,133011.8775,14322.247500000001,440238.934,56439.249,673121.7936000001,324164.0484,104524.05600000001,238871.106,25720.794,790608.8016,101357.1576,156111.91210000002,50337.014,115036.27649999999,12386.6985,380743.8004,48811.88940000001,16230.760000000002,37092.51,3993.9900000000002,122767.736,15738.996000000001,84768.32249999998,9127.5525,280563.78599999996,35968.671,982.8225000000001,30210.114,3872.9790000000003,928602.0496,119048.0856,15262.131600000002
202.64,0.0,199.23,215.33,5.49,1085.74,800.1,18.25,12.05,202.64,800.1,0.0,199.23,215.33,5.49,1085.74,18.25,41062.9696,162132.264,0.0,40371.96719999999,43634.4712,1112.4936,220014.35359999997,3698.18,640160.01,0.0,159403.923,172285.53300000002,4392.549,868700.574,14601.825,0.0,0.0,0.0,0.0,0.0,0.0,39692.592899999996,42900.1959,1093.7727,216311.9802,3635.9474999999998,46367.00890000001,1182.1617,233792.3942,3929.7725,30.140100000000004,5960.7126,100.19250000000001,1178831.3476,19814.755,333.0625
130.91,365.87,160.56,170.72,3.42,886.85,783.92,199.96,77.53,130.91,783.92,365.87,160.56,170.72,3.42,886.85,199.96,17137.428099999997,102622.9672,47896.0417,21018.9096,22348.9552,447.7122,116097.5335,26176.763600000002,614530.5663999999,286812.8104,125866.1952,133830.8224,2681.0063999999998,695219.4519999999,156752.6432,133860.8569,58744.0872,62461.3264,1251.2754,324471.80950000003,73159.3652,25779.513600000002,27410.8032,549.1152,142392.636,32105.5776,29145.3184,583.8624,151403.032,34137.171200000004,11.696399999999999,3033.027,683.8632,786502.9225,177334.526,39984.0016
237.53,0.0,122.61,207.64,9.15,1023.59,924.92,18.25,13.64,237.53,924.92,0.0,122.61,207.64,9.15,1023.59,18.25,56420.5009,219696.2476,0.0,29123.5533,49320.729199999994,2173.3995,243133.3327,4334.9225,855477.0064,0.0,113404.4412,192050.3888,8463.018,946738.8628,16879.79,0.0,0.0,0.0,0.0,0.0,0.0,15033.2121,25458.7404,1121.8815,125502.3699,2237.6325,43114.36959999999,1899.906,212538.22759999998,3789.43,83.72250000000001,9365.8485,166.9875,1047736.4881000001,18680.5175,333.0625
325.49,104.35,98.67,286.22,1.78,1007.06,717.53,265.17,38.25,325.49,717.53,104.35,98.67,286.22,1.78,1007.06,265.17,105943.74010000001,233548.8397,33964.881499999996,32116.0983,93161.74780000001,579.3722,327787.9594,86310.1833,514849.3009,74874.2555,70798.6851,205371.43660000002,1277.2033999999999,722595.7618,190267.4301,10888.922499999999,10296.2145,29867.057,185.743,105086.711,27670.4895,9735.768900000001,28241.327400000002,175.6326,99366.6102,26164.323900000003,81921.88840000001,509.4716000000001,288240.7132,75896.95740000001,3.1684,1792.5667999999998,472.00260000000003,1014169.8435999999,267042.1002,70315.12890000001
245.59,404.09,8.25,160.98,9.47,841.09,719.14,16.92,75.51,245.59,719.14,404.09,8.25,160.98,9.47,841.09,16.92,60314.4481,176613.5926,99240.4631,2026.1175,39535.078199999996,2325.7373000000002,206563.2931,4155.3828,517162.3396,290597.2826,5932.905,115767.15719999999,6810.2558,604861.4626,12167.848800000002,163288.72809999998,3333.7425,65050.40819999999,3826.7323,339876.05809999997,6837.2028,68.0625,1328.0849999999998,78.12750000000001,6938.9925,139.59,25914.5604,1524.4806,135398.6682,2723.7816000000003,89.68090000000001,7965.122300000001,160.23240000000004,707432.3881000001,14231.242800000002,286.28640000000007
267.44,377.37,57.76,154.7,2.72,943.59,996.26,211.27,50.82,267.44,996.26,377.37,57.76,154.7,2.72,943.59,211.27,71524.1536,266439.7744,100923.8328,15447.3344,41372.96799999999,727.4368000000001,252353.7096,56502.048800000004,992533.9876,375958.6362,57543.9776,154121.422,2709.8272,940060.9734,210479.85020000002,142408.1169,21796.8912,58379.138999999996,1026.4464,356082.55830000003,79726.9599,3336.2176,8935.472,157.1072,54501.7584,12202.9552,23932.089999999997,420.784,145973.373,32683.469,7.398400000000001,2566.5648,574.6544000000001,890362.0881,199352.2593,44635.0129
610.92,51.32,190.3,197.62,26.39,844.27,866.0,85.03,65.53,610.92,866.0,51.32,190.3,197.62,26.39,844.27,85.03,373223.24639999995,529056.72,31352.414399999998,116258.076,120730.0104,16122.1788,515781.4284,51946.527599999994,749956.0,44443.12,164799.80000000002,171138.92,22853.74,731137.82,73635.98,2633.7424,9766.196,10141.858400000001,1354.3348,43327.9364,4363.7396,36214.090000000004,37607.086,5022.017000000001,160664.581,16181.209,39053.6644,5215.1918000000005,166844.6374,16803.6286,696.4321,22280.2853,2243.9417,712791.8328999999,71788.2781,7230.1009
429.55,281.95,185.81,217.74,5.6,1156.25,700.48,224.68,38.38,429.55,700.48,281.95,185.81,217.74,5.6,1156.25,224.68,184513.2025,300891.184,121111.6225,79814.6855,93530.217,2405.48,496667.1875,96511.29400000001,490672.2304,197500.336,130156.1888,152522.51520000002,3922.6879999999996,809930.0,157383.8464,79495.80249999999,52389.129499999995,61391.793,1578.9199999999998,326004.6875,63348.526,34525.3561,40458.269400000005,1040.536,214842.8125,41747.7908,47410.7076,1219.344,251761.875,48921.823200000006,31.359999999999996,6475.0,1258.2079999999999,1336914.0625,259786.25,50481.1024
425.78,0.0,0.0,234.24,0.0,1083.08,829.74,18.25,17.77,425.78,829.74,0.0,0.0,234.24,0.0,1083.08,18.25,181288.60839999997,353286.6972,0.0,0.0,99734.7072,0.0,461153.8023999999,7770.485,688468.4676,0.0,0.0,194358.29760000002,0.0,898674.7991999999,15142.755000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54868.37760000001,0.0,253700.6592,4274.88,0.0,0.0,0.0,1173062.2863999999,19766.21,333.0625
285.24,0.0,115.41,241.44,5.61,971.28,874.05,43.25,25.58,285.24,874.05,0.0,115.41,241.44,5.61,971.28,43.25,81361.8576,249314.022,0.0,32919.5484,68868.3456,1600.1964,277047.9072,12336.630000000001,763963.4025,0.0,100874.1105,211030.63199999998,4903.4205,848947.284,37802.6625,0.0,0.0,0.0,0.0,0.0,0.0,13319.4681,27864.590399999997,647.4501,112095.4248,4991.4825,58293.2736,1354.4784,234505.8432,10442.28,31.472100000000005,5448.8808,242.63250000000002,943384.8383999999,42007.86,1870.5625
586.0,301.01,191.42,297.82,14.71,1034.54,859.82,281.46,63.85,586.0,859.82,301.01,191.42,297.82,14.71,1034.54,281.46,343396.0,503854.52,176391.86,112172.12,174522.52,8620.060000000001,606240.44,164935.56,739290.4324,258814.41820000001,164586.7444,256071.59240000002,12647.952200000002,889518.1828000001,242004.9372,90607.0201,57619.3342,89646.79819999999,4427.8571,311406.88539999997,84722.27459999999,36641.61639999999,57008.704399999995,2815.7882,198031.6468,53877.07319999999,88696.7524,4380.9322,308106.70279999997,83824.4172,216.38410000000002,15218.0834,4140.2766,1070273.0115999999,291181.6284,79219.73159999998
280.23,0.0,144.2,238.14,7.44,1054.46,777.03,43.25,27.48,280.23,777.03,0.0,144.2,238.14,7.44,1054.46,43.25,78528.85290000001,217747.1169,0.0,40409.166,66733.9722,2084.9112000000005,295491.32580000005,12119.9475,603775.6209,0.0,112047.72599999998,185041.92419999998,5781.1032000000005,819347.0538,33606.5475,0.0,0.0,0.0,0.0,0.0,0.0,20793.639999999996,34339.78799999999,1072.848,152053.13199999998,6236.65,56710.65959999999,1771.7616,251109.10439999998,10299.555,55.35360000000001,7845.182400000001,321.78000000000003,1111885.8916,45605.395000000004,1870.5625
263.45,425.83,201.49,158.15,11.31,1042.59,976.5,257.61,66.03,263.45,976.5,425.83,201.49,158.15,11.31,1042.59,257.61,69405.9025,257258.925,112184.9135,53082.5405,41664.6175,2979.6195,274670.3355,67867.3545,953552.25,415822.995,196754.98500000002,154433.475,11044.215,1018089.1349999999,251556.165,181331.18889999998,85800.4867,67345.0145,4816.1373,443966.09969999996,109698.0663,40598.220100000006,31865.643500000002,2278.8519,210071.4591,51905.8389,25011.4225,1788.6765,164885.6085,40741.0215,127.91610000000001,11791.6929,2913.5691,1086993.9081,268581.6099,66362.9121
313.33,306.97,65.38,248.08,17.99,891.92,862.2,207.01,54.51,313.33,862.2,306.97,65.38,248.08,17.99,891.92,207.01,98175.6889,270153.126,96182.91010000001,20485.515399999997,77730.9064,5636.806699999999,279465.2936,64862.44329999999,743388.8400000001,264669.53400000004,56370.636,213894.57600000003,15510.978,769013.424,178484.022,94230.58090000002,20069.6986,76153.11760000001,5522.3903,273792.6824,63545.8597,4274.5444,16219.4704,1176.1861999999999,58313.72959999999,13534.313799999998,61543.686400000006,4462.9592,221267.5136,51355.0408,323.64009999999996,16045.640799999997,3724.1098999999995,795521.2864,184636.35919999998,42853.1401
627.35,161.5,26.27,168.8,23.43,938.03,1012.2,255.73,27.61,627.35,1012.2,161.5,26.27,168.8,23.43,938.03,255.73,393568.0225,635003.67,101317.02500000001,16480.4845,105896.68000000001,14698.8105,588473.1205,160432.2155,1024548.8400000001,163470.30000000002,26590.494000000002,170859.36000000002,23715.846,949473.966,258849.906,26082.25,4242.605,27261.2,3783.945,151491.845,41300.395,690.1129,4434.376,615.5061,24642.0481,6718.027099999999,28493.440000000002,3954.9840000000004,158339.464,43167.224,548.9649,21978.0429,5991.7539,879900.2808999999,239882.41189999998,65397.832899999994
589.6,121.43,172.98,277.54,34.03,856.3,895.97,52.1,45.69,589.6,895.97,121.43,172.98,277.54,34.03,856.3,52.1,347628.16000000003,528263.912,71595.12800000001,101989.008,163637.58400000003,20064.088,504874.48,30718.160000000003,802762.2409000001,108797.6371,154984.89059999998,248667.51380000002,30489.8591,767219.111,46680.037000000004,14745.244900000002,21004.9614,33701.6822,4132.262900000001,103980.509,6326.503000000001,29922.080399999995,48008.8692,5886.5094,148122.77399999998,9012.258,77028.45160000001,9444.686200000002,237657.502,14459.834,1158.0409,29139.889,1772.9630000000002,733249.69,44613.229999999996,2714.4100000000003
381.62,333.35,77.58,158.57,22.84,890.91,633.94,126.1,61.29,381.62,633.94,333.35,77.58,158.57,22.84,890.91,126.1,145633.8244,241924.1828,127213.02700000002,29606.0796,60513.4834,8716.2008,339989.0742,48122.282,401879.9236000001,211323.89900000003,49181.065200000005,100523.8658,14479.189600000002,564783.4854,79939.834,111122.22250000002,25861.293,52859.3095,7613.714000000001,296984.8485,42035.435,6018.6564,12301.8606,1771.9271999999999,69116.7978,9782.838,25144.4449,3621.7387999999996,141271.5987,19995.677,521.6656,20348.3844,2880.124,793720.6281,112343.75099999999,15901.21
186.66,124.44,0.0,234.24,0.0,910.77,967.28,22.25,9.37,186.66,967.28,124.44,0.0,234.24,0.0,910.77,22.25,34841.9556,180552.4848,23227.9704,0.0,43723.2384,0.0,170004.3282,4153.1849999999995,935630.5983999999,120368.3232,0.0,226575.6672,0.0,880969.6056,21521.98,15485.3136,0.0,29148.8256,0.0,113336.2188,2768.79,0.0,0.0,0.0,0.0,0.0,54868.37760000001,0.0,213338.7648,5211.84,0.0,0.0,0.0,829501.9929,20264.6325,495.0625
234.93,238.74,108.24,248.5,34.31,1129.35,706.25,59.14,67.49,234.93,706.25,238.74,108.24,248.5,34.31,1129.35,59.14,55192.104900000006,165919.3125,56087.188200000004,25428.8232,58380.105,8060.448300000001,265318.1955,13893.7602,498789.0625,168610.125,76444.5,175503.125,24231.4375,797603.4374999999,41767.625,56996.7876,25841.2176,59326.89,8191.169400000001,269621.019,14119.0836,11715.897599999998,26897.64,3713.7144000000003,122240.84399999998,6401.3135999999995,61752.25,8526.035,280643.475,14696.29,1177.1761000000001,38747.9985,2029.0934000000002,1275431.4224999999,66789.75899999999,3497.5396
548.53,116.77,206.38,268.26,5.84,834.28,695.93,370.21,72.83,548.53,695.93,116.77,206.38,268.26,5.84,834.28,370.21,300885.16089999996,381738.48289999994,64051.848099999996,113205.62139999999,147148.6578,3203.4152,457627.60839999997,203071.29129999998,484318.56489999994,81263.74609999999,143626.0334,186690.1818,4064.2311999999997,580600.4803999999,257640.24529999998,13635.232899999999,24098.992599999998,31324.720199999996,681.9368,97418.8756,43229.4217,42592.704399999995,55363.498799999994,1205.2592,172178.7064,76403.9398,71963.4276,1566.6383999999998,223803.9528,99312.53459999998,34.105599999999995,4872.1952,2162.0263999999997,696023.1183999999,308858.7988,137055.4441
389.83,40.06,18.59,222.03,14.1,1099.04,615.72,20.41,73.27,389.83,615.72,40.06,18.59,222.03,14.1,1099.04,20.41,151967.4289,240026.1276,15616.5898,7246.9397,86553.9549,5496.603,428438.7632,7956.4303,379111.11840000004,24665.7432,11446.2348,136708.31160000002,8681.652,676700.9088,12566.8452,1604.8036000000002,744.7154,8894.5218,564.846,44027.5424,817.6246000000001,345.5881,4127.5377,262.11899999999997,20431.153599999998,379.4219,49297.3209,3130.623,244019.8512,4531.6323,198.81,15496.464,287.781,1207888.9216,22431.4064,416.5681
203.97,354.37,166.79,299.97,1.32,892.3,636.67,280.56,58.93,203.97,636.67,354.37,166.79,299.97,1.32,892.3,280.56,41603.7609,129861.5799,72280.8489,34020.156299999995,61184.880900000004,269.2404,182002.43099999998,57225.8232,405348.68889999995,225616.7479,106190.18929999998,190981.89990000002,840.4044,568100.641,178624.1352,125578.0969,59105.372299999995,106300.36890000002,467.76840000000004,316204.35099999997,99422.0472,27818.904099999996,50031.9963,220.1628,148826.71699999998,46794.602399999996,89982.00090000001,395.96040000000005,267663.231,84159.58320000001,1.7424000000000002,1177.836,370.3392,796199.2899999999,250343.688,78713.9136
323.81,54.19,31.97,236.32,13.53,948.16,966.75,83.67,73.6,323.81,966.75,54.19,31.97,236.32,13.53,948.16,83.67,104852.9161,313043.3175,17547.263899999998,10352.2057,76522.7792,4381.1493,307023.6896,27093.1827,934605.5625,52388.182499999995,30906.997499999998,228462.36,13080.127499999999,916633.6799999999,80887.9725,2936.5561,1732.4542999999999,12806.180799999998,733.1906999999999,51380.7904,4534.0773,1022.0808999999999,7555.1503999999995,432.55409999999995,30312.675199999998,2674.9299,55847.1424,3197.4096,224069.17119999998,19772.8944,183.06089999999998,12828.6048,1132.0551,899007.3855999999,79332.5472,7000.668900000001
